word         ,start       ,end         ,start_sec,end_sec,confidence,id
leopards     ,00:01:34.100,00:01:34.700,94.1     ,94.7   ,0.9128386 ,MGrLtKlC5Sc
and          ,00:01:34.900,00:01:35.100,94.9     ,95.1   ,0.9051831 ,MGrLtKlC5Sc
bears        ,00:01:35.100,00:01:35.500,95.1     ,95.5   ,0.9128386 ,MGrLtKlC5Sc
and          ,00:01:35.500,00:01:35.600,95.5     ,95.6   ,0.9128386 ,MGrLtKlC5Sc
all          ,00:01:35.600,00:01:35.800,95.6     ,95.8   ,0.9128386 ,MGrLtKlC5Sc
animals      ,00:01:35.800,00:01:36.200,95.8     ,96.2   ,0.9128386 ,MGrLtKlC5Sc
for          ,00:01:36.200,00:01:36.300,96.2     ,96.3   ,0.9128386 ,MGrLtKlC5Sc
their        ,00:01:36.300,00:01:36.400,96.3     ,96.4   ,0.9128386 ,MGrLtKlC5Sc
survival.    ,00:01:36.400,00:01:37.000,96.4     ,97.0   ,0.9128386 ,MGrLtKlC5Sc
For          ,00:01:37.400,00:01:37.600,97.4     ,97.6   ,0.9128386 ,MGrLtKlC5Sc
"now,"       ,00:01:37.600,00:01:37.800,97.6     ,97.8   ,0.9128386 ,MGrLtKlC5Sc
they         ,00:01:37.800,00:01:38.000,97.8     ,98.0   ,0.9128386 ,MGrLtKlC5Sc
have         ,00:01:38.000,00:01:38.100,98.0     ,98.1   ,0.9128386 ,MGrLtKlC5Sc
been         ,00:01:38.100,00:01:38.300,98.1     ,98.3   ,0.9051831 ,MGrLtKlC5Sc
kept         ,00:01:38.300,00:01:38.800,98.3     ,98.8   ,0.9128386 ,MGrLtKlC5Sc
in           ,00:01:38.900,00:01:39.100,98.9     ,99.1   ,0.9128386 ,MGrLtKlC5Sc
quarantine   ,00:01:39.100,00:01:39.700,99.1     ,99.7   ,0.89108706,MGrLtKlC5Sc
"zones,"     ,00:01:39.700,00:01:40.200,99.7     ,100.2  ,0.9128386 ,MGrLtKlC5Sc
they're      ,00:01:40.300,00:01:40.500,100.3    ,100.5  ,0.49473032,MGrLtKlC5Sc
being        ,00:01:40.500,00:01:40.700,100.5    ,100.7  ,0.7601741 ,MGrLtKlC5Sc
monitored    ,00:01:40.700,00:01:41.300,100.7    ,101.3  ,0.60756296,MGrLtKlC5Sc
by           ,00:01:41.300,00:01:41.500,101.3    ,101.5  ,0.635711  ,MGrLtKlC5Sc
drones.      ,00:01:41.500,00:01:42.200,101.5    ,102.2  ,0.8687053 ,MGrLtKlC5Sc
They         ,00:01:42.300,00:01:42.500,102.3    ,102.5  ,0.9128386 ,MGrLtKlC5Sc
have         ,00:01:42.500,00:01:42.700,102.5    ,102.7  ,0.7745554 ,MGrLtKlC5Sc
radio        ,00:01:42.700,00:01:43.000,102.7    ,103.0  ,0.9128386 ,MGrLtKlC5Sc
collars      ,00:01:43.000,00:01:43.400,103.0    ,103.4  ,0.87347454,MGrLtKlC5Sc
in           ,00:01:43.400,00:01:43.400,103.4    ,103.4  ,0.7189132 ,MGrLtKlC5Sc
the          ,00:01:43.400,00:01:43.600,103.4    ,103.6  ,0.6827976 ,MGrLtKlC5Sc
next         ,00:01:43.600,00:01:44.100,103.6    ,104.1  ,0.7250948 ,MGrLtKlC5Sc
and          ,00:01:44.100,00:01:44.300,104.1    ,104.3  ,0.9128386 ,MGrLtKlC5Sc
there        ,00:01:44.300,00:01:44.300,104.3    ,104.3  ,0.59225315,MGrLtKlC5Sc
are          ,00:01:44.300,00:01:44.400,104.3    ,104.4  ,0.46360037,MGrLtKlC5Sc
more         ,00:01:44.400,00:01:44.700,104.4    ,104.7  ,0.7292436 ,MGrLtKlC5Sc
than         ,00:01:44.700,00:01:44.800,104.7    ,104.8  ,0.61398697,MGrLtKlC5Sc
400          ,00:01:44.800,00:01:45.400,104.8    ,105.4  ,0.74516267,MGrLtKlC5Sc
people       ,00:01:45.400,00:01:45.900,105.4    ,105.9  ,0.51249486,MGrLtKlC5Sc
to           ,00:01:46.100,00:01:46.200,106.1    ,106.2  ,0.9128386 ,MGrLtKlC5Sc
wash         ,00:01:46.200,00:01:46.600,106.2    ,106.6  ,0.72838396,MGrLtKlC5Sc
their        ,00:01:46.600,00:01:46.800,106.6    ,106.8  ,0.5793386 ,MGrLtKlC5Sc
movements.   ,00:01:46.800,00:01:47.400,106.8    ,107.4  ,0.8877243 ,MGrLtKlC5Sc
But          ,00:01:47.700,00:01:47.900,107.7    ,107.9  ,0.70951366,MGrLtKlC5Sc
all          ,00:01:47.900,00:01:48.100,107.9    ,108.1  ,0.9128386 ,MGrLtKlC5Sc
that         ,00:01:48.100,00:01:48.600,108.1    ,108.6  ,0.5652363 ,MGrLtKlC5Sc
only         ,00:01:48.600,00:01:48.900,108.6    ,108.9  ,0.8113571 ,MGrLtKlC5Sc
for          ,00:01:48.900,00:01:49.000,108.9    ,109.0  ,0.9128386 ,MGrLtKlC5Sc
about        ,00:01:49.000,00:01:49.300,109.0    ,109.3  ,0.51213735,MGrLtKlC5Sc
45           ,00:01:49.300,00:01:49.900,109.3    ,109.9  ,0.9128386 ,MGrLtKlC5Sc
days         ,00:01:49.900,00:01:50.300,109.9    ,110.3  ,0.57933855,MGrLtKlC5Sc
after        ,00:01:50.700,00:01:51.000,110.7    ,111.0  ,0.6843216 ,MGrLtKlC5Sc
"which,"     ,00:01:51.000,00:01:51.300,111.0    ,111.3  ,0.7699841 ,MGrLtKlC5Sc
they         ,00:01:51.300,00:01:51.400,111.3    ,111.4  ,0.9128386 ,MGrLtKlC5Sc
will         ,00:01:51.400,00:01:51.600,111.4    ,111.6  ,0.72565645,MGrLtKlC5Sc
be           ,00:01:51.600,00:01:51.800,111.6    ,111.8  ,0.5319565 ,MGrLtKlC5Sc
"gradually," ,00:01:51.900,00:01:52.700,111.9    ,112.7  ,0.72681254,MGrLtKlC5Sc
Least        ,00:01:52.800,00:01:53.200,112.8    ,113.2  ,0.717016  ,MGrLtKlC5Sc
into         ,00:01:53.200,00:01:53.500,113.2    ,113.5  ,0.869953  ,MGrLtKlC5Sc
the          ,00:01:53.500,00:01:53.600,113.5    ,113.6  ,0.8240533 ,MGrLtKlC5Sc
jungle       ,00:01:53.600,00:01:54.100,113.6    ,114.1  ,0.89149654,MGrLtKlC5Sc
and          ,00:01:54.400,00:01:54.700,114.4    ,114.7  ,0.85867774,MGrLtKlC5Sc
left         ,00:01:54.700,00:01:55.200,114.7    ,115.2  ,0.7271569 ,MGrLtKlC5Sc
alone        ,00:01:55.200,00:01:55.600,115.2    ,115.6  ,0.76497895,MGrLtKlC5Sc
to           ,00:01:55.800,00:01:56.000,115.8    ,116.0  ,0.9128386 ,MGrLtKlC5Sc
fend         ,00:01:56.000,00:01:56.300,116.0    ,116.3  ,0.7675391 ,MGrLtKlC5Sc
for          ,00:01:56.300,00:01:56.400,116.3    ,116.4  ,0.9128386 ,MGrLtKlC5Sc
themselves.  ,00:01:56.400,00:01:57.100,116.4    ,117.1  ,0.8740118 ,MGrLtKlC5Sc
The          ,00:01:58.100,00:01:58.200,118.1    ,118.2  ,0.9128386 ,MGrLtKlC5Sc
big          ,00:01:58.200,00:01:58.500,118.2    ,118.5  ,0.9128386 ,MGrLtKlC5Sc
question     ,00:01:58.500,00:01:58.900,118.5    ,118.9  ,0.9128386 ,MGrLtKlC5Sc
"is,"        ,00:01:58.900,00:01:59.200,118.9    ,119.2  ,0.9128386 ,MGrLtKlC5Sc
will         ,00:01:59.600,00:01:59.800,119.6    ,119.8  ,0.9128386 ,MGrLtKlC5Sc
this         ,00:01:59.800,00:02:00.100,119.8    ,120.1  ,0.9128386 ,MGrLtKlC5Sc
cheetah      ,00:02:00.100,00:02:00.600,120.1    ,120.6  ,0.9128386 ,MGrLtKlC5Sc
which        ,00:02:00.800,00:02:00.900,120.8    ,120.9  ,0.9128386 ,MGrLtKlC5Sc
is           ,00:02:00.900,00:02:01.100,120.9    ,121.1  ,0.9128386 ,MGrLtKlC5Sc
come         ,00:02:01.100,00:02:01.300,121.1    ,121.3  ,0.9128386 ,MGrLtKlC5Sc
from         ,00:02:01.300,00:02:01.500,121.3    ,121.5  ,0.9128386 ,MGrLtKlC5Sc
overseas?    ,00:02:01.500,00:02:02.300,121.5    ,122.3  ,0.9128386 ,MGrLtKlC5Sc
Will         ,00:02:02.500,00:02:02.700,122.5    ,122.7  ,0.9128386 ,MGrLtKlC5Sc
survive      ,00:02:02.700,00:02:03.400,122.7    ,123.4  ,0.9128386 ,MGrLtKlC5Sc
in           ,00:02:03.700,00:02:04.000,123.7    ,124.0  ,0.9128386 ,MGrLtKlC5Sc
the          ,00:02:04.000,00:02:04.100,124.0    ,124.1  ,0.9128386 ,MGrLtKlC5Sc
Indian       ,00:02:04.100,00:02:04.400,124.1    ,124.4  ,0.9128386 ,MGrLtKlC5Sc
"conditions,",00:02:04.400,00:02:05.100,124.4    ,125.1  ,0.9128386 ,MGrLtKlC5Sc
after        ,00:02:05.100,00:02:05.500,125.1    ,125.5  ,0.9128386 ,MGrLtKlC5Sc
70           ,00:02:05.500,00:02:05.800,125.5    ,125.8  ,0.9128386 ,MGrLtKlC5Sc
years        ,00:02:05.800,00:02:06.200,125.8    ,126.2  ,0.9128386 ,MGrLtKlC5Sc
with         ,00:02:06.700,00:02:06.800,126.7    ,126.8  ,0.9128386 ,MGrLtKlC5Sc
"insurance," ,00:02:06.800,00:02:07.200,126.8    ,127.2  ,0.91249377,MGrLtKlC5Sc
the          ,00:02:07.200,00:02:07.500,127.2    ,127.5  ,0.9128386 ,MGrLtKlC5Sc
BBC          ,00:02:07.600,00:02:08.000,127.6    ,128.0  ,0.9128386 ,MGrLtKlC5Sc
News         ,00:02:08.000,00:02:08.300,128.0    ,128.3  ,0.7086303 ,MGrLtKlC5Sc
Delhi.       ,00:02:08.300,00:02:08.700,128.3    ,128.7  ,0.7630052 ,MGrLtKlC5Sc
