word          ,start       ,end         ,start_sec,end_sec,confidence,id
major         ,00:01:32.700,00:01:33.000,92.7     ,93.0   ,0.9128386 ,eIhGAa6PW98
problem.      ,00:01:33.000,00:01:33.400,93.0     ,93.4   ,0.9128386 ,eIhGAa6PW98
Causing       ,00:01:33.400,00:01:33.800,93.4     ,93.8   ,0.9128386 ,eIhGAa6PW98
a             ,00:01:33.800,00:01:33.800,93.8     ,93.8   ,0.9128386 ,eIhGAa6PW98
lot           ,00:01:33.800,00:01:34.000,93.8     ,94.0   ,0.9128386 ,eIhGAa6PW98
of            ,00:01:34.000,00:01:34.100,94.0     ,94.1   ,0.9128386 ,eIhGAa6PW98
local         ,00:01:34.100,00:01:34.400,94.1     ,94.4   ,0.9128386 ,eIhGAa6PW98
flooding.     ,00:01:34.400,00:01:35.000,94.4     ,95.0   ,0.9128386 ,eIhGAa6PW98
There         ,00:01:35.300,00:01:35.500,95.3     ,95.5   ,0.9128386 ,eIhGAa6PW98
is            ,00:01:35.500,00:01:35.700,95.5     ,95.7   ,0.9128386 ,eIhGAa6PW98
a             ,00:01:35.700,00:01:36.200,95.7     ,96.2   ,0.9128386 ,eIhGAa6PW98
"concern,"    ,00:01:36.500,00:01:37.000,96.5     ,97.0   ,0.9128386 ,eIhGAa6PW98
still         ,00:01:37.000,00:01:37.300,97.0     ,97.3   ,0.9128386 ,eIhGAa6PW98
about         ,00:01:37.300,00:01:37.600,97.3     ,97.6   ,0.9128386 ,eIhGAa6PW98
the           ,00:01:37.600,00:01:37.700,97.6     ,97.7   ,0.9128386 ,eIhGAa6PW98
possibility   ,00:01:37.700,00:01:38.200,97.7     ,98.2   ,0.9128386 ,eIhGAa6PW98
of            ,00:01:38.200,00:01:38.300,98.2     ,98.3   ,0.9128386 ,eIhGAa6PW98
landslides    ,00:01:38.300,00:01:39.000,98.3     ,99.0   ,0.9128386 ,eIhGAa6PW98
and           ,00:01:39.000,00:01:39.200,99.0     ,99.2   ,0.9128386 ,eIhGAa6PW98
"mudslides,"  ,00:01:39.200,00:01:40.000,99.2     ,100.0  ,0.9128386 ,eIhGAa6PW98
as            ,00:01:40.500,00:01:40.700,100.5    ,100.7  ,0.9128386 ,eIhGAa6PW98
you           ,00:01:40.700,00:01:40.800,100.7    ,100.8  ,0.9128386 ,eIhGAa6PW98
said          ,00:01:40.800,00:01:41.100,100.8    ,101.1  ,0.9128386 ,eIhGAa6PW98
"that,"       ,00:01:41.100,00:01:41.300,101.1    ,101.3  ,0.9128386 ,eIhGAa6PW98
"the,"        ,00:01:41.300,00:01:41.900,101.3    ,101.9  ,0.9128386 ,eIhGAa6PW98
the           ,00:01:41.900,00:01:42.200,101.9    ,102.2  ,0.9128386 ,eIhGAa6PW98
toll          ,00:01:42.200,00:01:42.500,102.2    ,102.5  ,0.9128386 ,eIhGAa6PW98
from          ,00:01:42.500,00:01:42.700,102.5    ,102.7  ,0.9128386 ,eIhGAa6PW98
this          ,00:01:42.700,00:01:43.100,102.7    ,103.1  ,0.9128386 ,eIhGAa6PW98
has           ,00:01:43.200,00:01:43.500,103.2    ,103.5  ,0.9128386 ,eIhGAa6PW98
"been,"       ,00:01:43.500,00:01:43.800,103.5    ,103.8  ,0.9128386 ,eIhGAa6PW98
"fortunately,",00:01:44.100,00:01:45.000,104.1    ,105.0  ,0.9128386 ,eIhGAa6PW98
very          ,00:01:45.000,00:01:45.400,105.0    ,105.4  ,0.9128386 ,eIhGAa6PW98
small         ,00:01:45.400,00:01:46.200,105.4    ,106.2  ,0.9128386 ,eIhGAa6PW98
in            ,00:01:46.700,00:01:46.800,106.7    ,106.8  ,0.9128386 ,eIhGAa6PW98
terms         ,00:01:46.800,00:01:47.000,106.8    ,107.0  ,0.9128386 ,eIhGAa6PW98
of            ,00:01:47.000,00:01:47.400,107.0    ,107.4  ,0.9128386 ,eIhGAa6PW98
loss          ,00:01:47.400,00:01:47.600,107.4    ,107.6  ,0.9128386 ,eIhGAa6PW98
of            ,00:01:47.600,00:01:47.700,107.6    ,107.7  ,0.9128386 ,eIhGAa6PW98
human         ,00:01:47.700,00:01:48.000,107.7    ,108.0  ,0.9128386 ,eIhGAa6PW98
"life,"       ,00:01:48.000,00:01:48.600,108.0    ,108.6  ,0.9128386 ,eIhGAa6PW98
but           ,00:01:48.800,00:01:49.000,108.8    ,109.0  ,0.9128386 ,eIhGAa6PW98
it            ,00:01:49.000,00:01:49.100,109.0    ,109.1  ,0.9128386 ,eIhGAa6PW98
really        ,00:01:49.100,00:01:49.400,109.1    ,109.4  ,0.9128386 ,eIhGAa6PW98
has           ,00:01:49.400,00:01:49.600,109.4    ,109.6  ,0.9128386 ,eIhGAa6PW98
caused        ,00:01:49.600,00:01:49.900,109.6    ,109.9  ,0.9128386 ,eIhGAa6PW98
massive       ,00:01:49.900,00:01:50.400,109.9    ,110.4  ,0.9128386 ,eIhGAa6PW98
disruption    ,00:01:50.400,00:01:50.900,110.4    ,110.9  ,0.9128386 ,eIhGAa6PW98
right         ,00:01:50.900,00:01:51.200,110.9    ,111.2  ,0.9128386 ,eIhGAa6PW98
across        ,00:01:51.200,00:01:51.400,111.2    ,111.4  ,0.9128386 ,eIhGAa6PW98
Japan         ,00:01:51.400,00:01:51.900,111.4    ,111.9  ,0.71243286,eIhGAa6PW98
for           ,00:01:51.900,00:01:52.000,111.9    ,112.0  ,0.9128386 ,eIhGAa6PW98
the           ,00:01:52.000,00:01:52.100,112.0    ,112.1  ,0.7731604 ,eIhGAa6PW98
last          ,00:01:52.100,00:01:52.300,112.1    ,112.3  ,0.9128386 ,eIhGAa6PW98
three         ,00:01:52.300,00:01:52.500,112.3    ,112.5  ,0.7615733 ,eIhGAa6PW98
days.         ,00:01:52.500,00:01:53.000,112.5    ,113.0  ,0.7207555 ,eIhGAa6PW98
"So,"         ,00:01:53.300,00:01:53.500,113.3    ,113.5  ,0.9128386 ,eIhGAa6PW98
scientists    ,00:01:53.500,00:01:54.500,113.5    ,114.5  ,0.75312704,eIhGAa6PW98
saying        ,00:01:54.700,00:01:55.100,114.7    ,115.1  ,0.9128386 ,eIhGAa6PW98
about         ,00:01:55.100,00:01:55.400,115.1    ,115.4  ,0.8196028 ,eIhGAa6PW98
linking       ,00:01:55.400,00:01:55.700,115.4    ,115.7  ,0.9128386 ,eIhGAa6PW98
this          ,00:01:55.700,00:01:56.000,115.7    ,116.0  ,0.7393877 ,eIhGAa6PW98
with          ,00:01:56.000,00:01:56.300,116.0    ,116.3  ,0.8361606 ,eIhGAa6PW98
climate       ,00:01:56.300,00:01:56.700,116.3    ,116.7  ,0.9128386 ,eIhGAa6PW98
"change,"     ,00:01:56.700,00:01:57.300,116.7    ,117.3  ,0.70759356,eIhGAa6PW98
"Well,"       ,00:01:58.900,00:01:59.200,118.9    ,119.2  ,0.9128386 ,eIhGAa6PW98
absolutely    ,00:01:59.200,00:01:59.900,119.2    ,119.9  ,0.9128386 ,eIhGAa6PW98
linking       ,00:01:59.900,00:02:00.100,119.9    ,120.1  ,0.9128386 ,eIhGAa6PW98
it            ,00:02:00.100,00:02:00.200,120.1    ,120.2  ,0.9128386 ,eIhGAa6PW98
to            ,00:02:00.200,00:02:00.300,120.2    ,120.3  ,0.9128386 ,eIhGAa6PW98
climate       ,00:02:00.300,00:02:00.600,120.3    ,120.6  ,0.9128386 ,eIhGAa6PW98
change        ,00:02:00.600,00:02:01.000,120.6    ,121.0  ,0.9128386 ,eIhGAa6PW98
and           ,00:02:01.000,00:02:01.300,121.0    ,121.3  ,0.9128386 ,eIhGAa6PW98
also          ,00:02:01.300,00:02:01.700,121.3    ,121.7  ,0.9128386 ,eIhGAa6PW98
to            ,00:02:01.700,00:02:02.200,121.7    ,122.2  ,0.9128386 ,eIhGAa6PW98
The           ,00:02:02.200,00:02:02.500,122.2    ,122.5  ,0.9128386 ,eIhGAa6PW98
"Landing,"    ,00:02:02.500,00:02:02.900,122.5    ,122.9  ,0.9128386 ,eIhGAa6PW98
you           ,00:02:02.900,00:02:02.900,122.9    ,122.9  ,0.7651667 ,eIhGAa6PW98
have          ,00:02:02.900,00:02:03.000,122.9    ,123.0  ,0.7199309 ,eIhGAa6PW98
phenomenon    ,00:02:03.000,00:02:03.500,123.0    ,123.5  ,0.9128386 ,eIhGAa6PW98
in            ,00:02:03.500,00:02:03.700,123.5    ,123.7  ,0.8850126 ,eIhGAa6PW98
the           ,00:02:03.700,00:02:03.700,123.7    ,123.7  ,0.76528466,eIhGAa6PW98
"Pacific,"    ,00:02:03.700,00:02:04.200,123.7    ,124.2  ,0.9128386 ,eIhGAa6PW98
Ocean.        ,00:02:04.200,00:02:04.500,124.2    ,124.5  ,0.73517853,eIhGAa6PW98
This          ,00:02:04.500,00:02:04.700,124.5    ,124.7  ,0.8151064 ,eIhGAa6PW98
"year,"       ,00:02:04.700,00:02:04.900,124.7    ,124.9  ,0.9128386 ,eIhGAa6PW98
we're         ,00:02:04.900,00:02:05.100,124.9    ,125.1  ,0.9068237 ,eIhGAa6PW98
in            ,00:02:05.100,00:02:05.200,125.1    ,125.2  ,0.87639093,eIhGAa6PW98
a             ,00:02:05.200,00:02:05.200,125.2    ,125.2  ,0.76528466,eIhGAa6PW98
landing       ,00:02:05.200,00:02:05.600,125.2    ,125.6  ,0.87639093,eIhGAa6PW98
"year,"       ,00:02:05.600,00:02:06.000,125.6    ,126.0  ,0.9128386 ,eIhGAa6PW98
which         ,00:02:06.000,00:02:06.100,126.0    ,126.1  ,0.9068237 ,eIhGAa6PW98
will          ,00:02:06.100,00:02:06.200,126.1    ,126.2  ,0.83779633,eIhGAa6PW98
have          ,00:02:06.200,00:02:06.400,126.2    ,126.4  ,0.87639093,eIhGAa6PW98
exacerbated   ,00:02:06.400,00:02:07.700,126.4    ,127.7  ,0.73188925,eIhGAa6PW98
the           ,00:02:07.800,00:02:08.000,127.8    ,128.0  ,0.7199309 ,eIhGAa6PW98
size          ,00:02:08.000,00:02:08.300,128.0    ,128.3  ,0.9128386 ,eIhGAa6PW98
of            ,00:02:08.300,00:02:08.400,128.3    ,128.4  ,0.9128386 ,eIhGAa6PW98
this          ,00:02:08.400,00:02:08.600,128.4    ,128.6  ,0.76528466,eIhGAa6PW98
typhoon.      ,00:02:08.600,00:02:09.100,128.6    ,129.1  ,0.7872594 ,eIhGAa6PW98
But           ,00:02:09.100,00:02:09.600,129.1    ,129.6  ,0.75481135,eIhGAa6PW98
"really,"     ,00:02:09.600,00:02:10.100,129.6    ,130.1  ,0.8570482 ,eIhGAa6PW98
this          ,00:02:10.200,00:02:10.400,130.2    ,130.4  ,0.8609174 ,eIhGAa6PW98
is            ,00:02:10.400,00:02:10.600,130.4    ,130.6  ,0.76528466,eIhGAa6PW98
part          ,00:02:10.600,00:02:11.000,130.6    ,131.0  ,0.9128386 ,eIhGAa6PW98
of            ,00:02:11.000,00:02:11.100,131.0    ,131.1  ,0.87639076,eIhGAa6PW98
a             ,00:02:11.100,00:02:11.100,131.1    ,131.1  ,0.9128386 ,eIhGAa6PW98
"trend,"      ,00:02:11.100,00:02:11.500,131.1    ,131.5  ,0.8251185 ,eIhGAa6PW98
which         ,00:02:11.500,00:02:11.700,131.5    ,131.7  ,0.9128386 ,eIhGAa6PW98
we            ,00:02:11.700,00:02:11.800,131.7    ,131.8  ,0.6605913 ,eIhGAa6PW98
are           ,00:02:11.800,00:02:11.900,131.8    ,131.9  ,0.6104461 ,eIhGAa6PW98
very          ,00:02:11.900,00:02:12.300,131.9    ,132.3  ,0.6014819 ,eIhGAa6PW98
clearly       ,00:02:12.300,00:02:12.600,132.3    ,132.6  ,0.89132404,eIhGAa6PW98
seeing        ,00:02:12.600,00:02:13.200,132.6    ,133.2  ,0.725452  ,eIhGAa6PW98
the           ,00:02:13.400,00:02:13.500,133.4    ,133.5  ,0.9128386 ,eIhGAa6PW98
data          ,00:02:13.500,00:02:14.000,133.5    ,134.0  ,0.72545207,eIhGAa6PW98
is            ,00:02:14.000,00:02:14.400,134.0    ,134.4  ,0.6849106 ,eIhGAa6PW98
very          ,00:02:14.400,00:02:14.700,134.4    ,134.7  ,0.66468567,eIhGAa6PW98
apparent      ,00:02:14.700,00:02:15.300,134.7    ,135.3  ,0.6876171 ,eIhGAa6PW98
in            ,00:02:15.300,00:02:15.400,135.3    ,135.4  ,0.72545207,eIhGAa6PW98
the           ,00:02:15.400,00:02:15.500,135.4    ,135.5  ,0.9128386 ,eIhGAa6PW98
late.         ,00:02:15.500,00:02:15.700,135.5    ,135.7  ,0.8219466 ,eIhGAa6PW98
"70s,"        ,00:02:15.700,00:02:16.500,135.7    ,136.5  ,0.85752225,eIhGAa6PW98
1970s         ,00:02:16.700,00:02:17.800,136.7    ,137.8  ,0.8325977 ,eIhGAa6PW98
the           ,00:02:18.100,00:02:18.200,138.1    ,138.2  ,0.9128386 ,eIhGAa6PW98
Pacific       ,00:02:18.200,00:02:18.600,138.2    ,138.6  ,0.7479488 ,eIhGAa6PW98
Ocean         ,00:02:18.600,00:02:18.800,138.6    ,138.8  ,0.77286905,eIhGAa6PW98
used          ,00:02:18.800,00:02:19.000,138.8    ,139.0  ,0.72732115,eIhGAa6PW98
to            ,00:02:19.000,00:02:19.100,139.0    ,139.1  ,0.69460136,eIhGAa6PW98
produce       ,00:02:19.100,00:02:19.400,139.1    ,139.4  ,0.6641259 ,eIhGAa6PW98
about         ,00:02:19.400,00:02:19.700,139.4    ,139.7  ,0.6946013 ,eIhGAa6PW98
1             ,00:02:19.700,00:02:20.000,139.7    ,140.0  ,0.375     ,eIhGAa6PW98
super         ,00:02:20.000,00:02:20.300,140.0    ,140.3  ,0.9128386 ,eIhGAa6PW98
typhoon       ,00:02:20.300,00:02:20.900,140.3    ,140.9  ,0.8638385 ,eIhGAa6PW98
a             ,00:02:20.900,00:02:20.900,140.9    ,140.9  ,0.9128386 ,eIhGAa6PW98
year.         ,00:02:20.900,00:02:21.500,140.9    ,141.5  ,0.6958182 ,eIhGAa6PW98
"Now,"        ,00:02:21.700,00:02:22.300,141.7    ,142.3  ,0.59895337,eIhGAa6PW98
we            ,00:02:22.500,00:02:22.600,142.5    ,142.6  ,0.9128386 ,eIhGAa6PW98
are           ,00:02:22.600,00:02:22.700,142.6    ,142.7  ,0.64954543,eIhGAa6PW98
seeing        ,00:02:22.700,00:02:23.000,142.7    ,143.0  ,0.7687731 ,eIhGAa6PW98
between       ,00:02:23.000,00:02:23.400,143.0    ,143.4  ,0.5255721 ,eIhGAa6PW98
four          ,00:02:23.400,00:02:23.800,143.4    ,143.8  ,0.7378817 ,eIhGAa6PW98
and           ,00:02:23.800,00:02:24.000,143.8    ,144.0  ,0.5181626 ,eIhGAa6PW98
five          ,00:02:24.000,00:02:24.500,144.0    ,144.5  ,0.35296786,eIhGAa6PW98
Super         ,00:02:24.500,00:02:24.800,144.5    ,144.8  ,0.9128386 ,eIhGAa6PW98
typhoons      ,00:02:24.800,00:02:25.400,144.8    ,145.4  ,0.86502224,eIhGAa6PW98
developing    ,00:02:25.400,00:02:25.800,145.4    ,145.8  ,0.8269973 ,eIhGAa6PW98
in            ,00:02:25.800,00:02:25.900,145.8    ,145.9  ,0.54989266,eIhGAa6PW98
the           ,00:02:25.900,00:02:26.000,145.9    ,146.0  ,0.42895105,eIhGAa6PW98
Western       ,00:02:26.000,00:02:26.300,146.0    ,146.3  ,0.7678283 ,eIhGAa6PW98
Pacific       ,00:02:26.300,00:02:26.800,146.3    ,146.8  ,0.70274305,eIhGAa6PW98
every         ,00:02:26.800,00:02:27.200,146.8    ,147.2  ,0.9128386 ,eIhGAa6PW98
year          ,00:02:27.200,00:02:27.500,147.2    ,147.5  ,0.9128386 ,eIhGAa6PW98
and           ,00:02:27.500,00:02:27.600,147.5    ,147.6  ,0.9128386 ,eIhGAa6PW98
that          ,00:02:27.600,00:02:27.800,147.6    ,147.8  ,0.35706726,eIhGAa6PW98
trend         ,00:02:27.800,00:02:28.000,147.8    ,148.0  ,0.9128386 ,eIhGAa6PW98
Is            ,00:02:28.100,00:02:28.200,148.1    ,148.2  ,0.9128386 ,eIhGAa6PW98
expected      ,00:02:28.200,00:02:28.800,148.2    ,148.8  ,0.9128386 ,eIhGAa6PW98
to            ,00:02:28.800,00:02:28.900,148.8    ,148.9  ,0.9128386 ,eIhGAa6PW98
increase.     ,00:02:28.900,00:02:29.500,148.9    ,149.5  ,0.9128386 ,eIhGAa6PW98
Not           ,00:02:29.700,00:02:29.900,149.7    ,149.9  ,0.9128386 ,eIhGAa6PW98
only          ,00:02:29.900,00:02:30.400,149.9    ,150.4  ,0.9128386 ,eIhGAa6PW98
are           ,00:02:30.500,00:02:30.500,150.5    ,150.5  ,0.9128386 ,eIhGAa6PW98
these         ,00:02:30.500,00:02:30.700,150.5    ,150.7  ,0.9128386 ,eIhGAa6PW98
storms        ,00:02:30.700,00:02:31.000,150.7    ,151.0  ,0.9128386 ,eIhGAa6PW98
getting       ,00:02:31.000,00:02:31.200,151.0    ,151.2  ,0.9128386 ,eIhGAa6PW98
bigger        ,00:02:31.200,00:02:31.500,151.2    ,151.5  ,0.9128386 ,eIhGAa6PW98
and           ,00:02:31.500,00:02:31.700,151.5    ,151.7  ,0.9128386 ,eIhGAa6PW98
more          ,00:02:31.700,00:02:31.800,151.7    ,151.8  ,0.9128386 ,eIhGAa6PW98
frequent      ,00:02:31.800,00:02:32.300,151.8    ,152.3  ,0.9128386 ,eIhGAa6PW98
but           ,00:02:32.300,00:02:32.400,152.3    ,152.4  ,0.9128386 ,eIhGAa6PW98
they          ,00:02:32.400,00:02:32.500,152.4    ,152.5  ,0.9128386 ,eIhGAa6PW98
are           ,00:02:32.500,00:02:32.600,152.5    ,152.6  ,0.9128386 ,eIhGAa6PW98
moving        ,00:02:32.600,00:02:33.100,152.6    ,153.1  ,0.9128386 ,eIhGAa6PW98
further       ,00:02:33.100,00:02:33.400,153.1    ,153.4  ,0.9128386 ,eIhGAa6PW98
north         ,00:02:33.400,00:02:33.700,153.4    ,153.7  ,0.9128386 ,eIhGAa6PW98
away          ,00:02:33.700,00:02:34.000,153.7    ,154.0  ,0.9128386 ,eIhGAa6PW98
from          ,00:02:34.000,00:02:34.200,154.0    ,154.2  ,0.9128386 ,eIhGAa6PW98
the           ,00:02:34.200,00:02:34.300,154.2    ,154.3  ,0.9128386 ,eIhGAa6PW98
equator       ,00:02:34.500,00:02:35.100,154.5    ,155.1  ,0.9128386 ,eIhGAa6PW98
towards       ,00:02:35.300,00:02:35.800,155.3    ,155.8  ,0.9128386 ,eIhGAa6PW98
"Japan,"      ,00:02:35.800,00:02:36.500,155.8    ,156.5  ,0.9128386 ,eIhGAa6PW98
China         ,00:02:36.600,00:02:37.200,156.6    ,157.2  ,0.9128386 ,eIhGAa6PW98
and           ,00:02:37.200,00:02:37.800,157.2    ,157.8  ,0.9128386 ,eIhGAa6PW98
the           ,00:02:37.800,00:02:37.900,157.8    ,157.9  ,0.9128386 ,eIhGAa6PW98
Korean        ,00:02:37.900,00:02:38.300,157.9    ,158.3  ,0.9128386 ,eIhGAa6PW98
Peninsula.    ,00:02:38.300,00:02:38.900,158.3    ,158.9  ,0.9128386 ,eIhGAa6PW98
And           ,00:02:38.900,00:02:39.100,158.9    ,159.1  ,0.9128386 ,eIhGAa6PW98
so            ,00:02:39.100,00:02:39.500,159.1    ,159.5  ,0.9128386 ,eIhGAa6PW98
this          ,00:02:39.900,00:02:40.200,159.9    ,160.2  ,0.9128386 ,eIhGAa6PW98
part          ,00:02:40.200,00:02:40.400,160.2    ,160.4  ,0.9128386 ,eIhGAa6PW98
of            ,00:02:40.400,00:02:40.400,160.4    ,160.4  ,0.9128386 ,eIhGAa6PW98
the           ,00:02:40.400,00:02:40.500,160.4    ,160.5  ,0.9128386 ,eIhGAa6PW98
world         ,00:02:40.500,00:02:40.700,160.5    ,160.7  ,0.9128386 ,eIhGAa6PW98
is            ,00:02:40.700,00:02:40.800,160.7    ,160.8  ,0.9128386 ,eIhGAa6PW98
just          ,00:02:40.800,00:02:41.000,160.8    ,161.0  ,0.9128386 ,eIhGAa6PW98
getting       ,00:02:41.000,00:02:41.200,161.0    ,161.2  ,0.9128386 ,eIhGAa6PW98
battered      ,00:02:41.200,00:02:41.600,161.2    ,161.6  ,0.9128386 ,eIhGAa6PW98
More          ,00:02:41.600,00:02:41.900,161.6    ,161.9  ,0.9128386 ,eIhGAa6PW98
Often         ,00:02:41.900,00:02:42.200,161.9    ,162.2  ,0.9128386 ,eIhGAa6PW98
by            ,00:02:42.200,00:02:42.400,162.2    ,162.4  ,0.9128386 ,eIhGAa6PW98
bigger        ,00:02:42.400,00:02:42.700,162.4    ,162.7  ,0.9128386 ,eIhGAa6PW98
storms        ,00:02:42.700,00:02:43.300,162.7    ,163.3  ,0.9128386 ,eIhGAa6PW98
and           ,00:02:43.600,00:02:44.000,163.6    ,164.0  ,0.9128386 ,eIhGAa6PW98
"rivet,"      ,00:02:44.000,00:02:44.200,164.0    ,164.2  ,0.9128386 ,eIhGAa6PW98
just          ,00:02:44.200,00:02:44.500,164.2    ,164.5  ,0.9128386 ,eIhGAa6PW98
in            ,00:02:44.500,00:02:44.600,164.5    ,164.6  ,0.9128386 ,eIhGAa6PW98
terms         ,00:02:44.600,00:02:44.800,164.6    ,164.8  ,0.9128386 ,eIhGAa6PW98
of            ,00:02:44.800,00:02:44.900,164.8    ,164.9  ,0.9128386 ,eIhGAa6PW98
the           ,00:02:44.900,00:02:45.100,164.9    ,165.1  ,0.9128386 ,eIhGAa6PW98
areas         ,00:02:45.100,00:02:45.500,165.1    ,165.5  ,0.9128386 ,eIhGAa6PW98
that          ,00:02:45.500,00:02:45.600,165.5    ,165.6  ,0.9128386 ,eIhGAa6PW98
have          ,00:02:45.600,00:02:45.700,165.6    ,165.7  ,0.9128386 ,eIhGAa6PW98
been          ,00:02:45.700,00:02:45.800,165.7    ,165.8  ,0.9128386 ,eIhGAa6PW98
affected      ,00:02:45.800,00:02:46.300,165.8    ,166.3  ,0.9128386 ,eIhGAa6PW98
with          ,00:02:46.300,00:02:46.400,166.3    ,166.4  ,0.9128386 ,eIhGAa6PW98
a             ,00:02:46.400,00:02:46.500,166.4    ,166.5  ,0.9128386 ,eIhGAa6PW98
heavily       ,00:02:46.500,00:02:46.900,166.5    ,166.9  ,0.9128386 ,eIhGAa6PW98
populated     ,00:02:46.900,00:02:47.800,166.9    ,167.8  ,0.9128386 ,eIhGAa6PW98
and           ,00:02:47.800,00:02:47.900,167.8    ,167.9  ,0.9128386 ,eIhGAa6PW98
when          ,00:02:47.900,00:02:48.000,167.9    ,168.0  ,0.9128386 ,eIhGAa6PW98
you           ,00:02:48.000,00:02:48.100,168.0    ,168.1  ,0.9128386 ,eIhGAa6PW98
see           ,00:02:48.100,00:02:48.300,168.1    ,168.3  ,0.9128386 ,eIhGAa6PW98
these         ,00:02:48.300,00:02:48.500,168.3    ,168.5  ,0.9128386 ,eIhGAa6PW98
incredible    ,00:02:48.500,00:02:49.300,168.5    ,169.3  ,0.9128386 ,eIhGAa6PW98
heavy         ,00:02:49.400,00:02:49.700,169.4    ,169.7  ,0.9128386 ,eIhGAa6PW98
winds         ,00:02:49.700,00:02:50.200,169.7    ,170.2  ,0.9128386 ,eIhGAa6PW98
and           ,00:02:50.200,00:02:50.500,170.2    ,170.5  ,0.9128386 ,eIhGAa6PW98
gusts         ,00:02:50.500,00:02:51.100,170.5    ,171.1  ,0.9128386 ,eIhGAa6PW98
a             ,00:02:51.300,00:02:51.400,171.3    ,171.4  ,0.9128386 ,eIhGAa6PW98
gut           ,00:02:51.400,00:02:51.600,171.4    ,171.6  ,0.9128386 ,eIhGAa6PW98
Union.        ,00:02:51.600,00:02:51.800,171.6    ,171.8  ,0.41850057,eIhGAa6PW98
Gas           ,00:02:51.800,00:02:52.300,171.8    ,172.3  ,0.41850057,eIhGAa6PW98
and           ,00:02:52.300,00:02:52.600,172.3    ,172.6  ,0.9128386 ,eIhGAa6PW98
arraigned     ,00:02:52.600,00:02:53.200,172.6    ,173.2  ,0.716837  ,eIhGAa6PW98
you           ,00:02:53.200,00:02:53.400,173.2    ,173.4  ,0.9128386 ,eIhGAa6PW98
"mentioned,"  ,00:02:53.400,00:02:54.200,173.4    ,174.2  ,0.72229743,eIhGAa6PW98
what          ,00:02:54.200,00:02:54.500,174.2    ,174.5  ,0.9128386 ,eIhGAa6PW98
is            ,00:02:54.500,00:02:54.600,174.5    ,174.6  ,0.72898585,eIhGAa6PW98
the           ,00:02:54.600,00:02:54.700,174.6    ,174.7  ,0.9128386 ,eIhGAa6PW98
Practical     ,00:02:54.700,00:02:55.400,174.7    ,175.4  ,0.72083   ,eIhGAa6PW98
impact        ,00:02:55.400,00:02:55.900,175.4    ,175.9  ,0.7145908 ,eIhGAa6PW98
of            ,00:02:55.900,00:02:56.000,175.9    ,176.0  ,0.9128386 ,eIhGAa6PW98
that?         ,00:02:56.000,00:02:56.500,176.0    ,176.5  ,0.6430558 ,eIhGAa6PW98
"Yeah,"       ,00:02:57.800,00:02:58.000,177.8    ,178.0  ,0.9128386 ,eIhGAa6PW98
I             ,00:02:58.000,00:02:58.000,178.0    ,178.0  ,0.9128386 ,eIhGAa6PW98
mean          ,00:02:58.000,00:02:58.200,178.0    ,178.2  ,0.9128386 ,eIhGAa6PW98
Japan         ,00:02:58.200,00:02:58.500,178.2    ,178.5  ,0.9128386 ,eIhGAa6PW98
is            ,00:02:58.500,00:02:58.600,178.5    ,178.6  ,0.9128386 ,eIhGAa6PW98
a             ,00:02:58.600,00:02:58.700,178.6    ,178.7  ,0.9128386 ,eIhGAa6PW98
very          ,00:02:58.700,00:02:58.900,178.7    ,178.9  ,0.9128386 ,eIhGAa6PW98
mountainous   ,00:02:58.900,00:02:59.400,178.9    ,179.4  ,0.9128386 ,eIhGAa6PW98
but           ,00:02:59.400,00:02:59.500,179.4    ,179.5  ,0.9128386 ,eIhGAa6PW98
also          ,00:02:59.500,00:02:59.700,179.5    ,179.7  ,0.9128386 ,eIhGAa6PW98
very          ,00:02:59.700,00:02:59.900,179.7    ,179.9  ,0.9128386 ,eIhGAa6PW98
densely       ,00:02:59.900,00:03:00.300,179.9    ,180.3  ,0.9128386 ,eIhGAa6PW98
populated     ,00:03:00.300,00:03:00.900,180.3    ,180.9  ,0.9128386 ,eIhGAa6PW98
country       ,00:03:00.900,00:03:01.500,180.9    ,181.5  ,0.9128386 ,eIhGAa6PW98
you           ,00:03:02.000,00:03:02.100,182.0    ,182.1  ,0.9128386 ,eIhGAa6PW98
know          ,00:03:02.100,00:03:02.200,182.1    ,182.2  ,0.9128386 ,eIhGAa6PW98
the           ,00:03:02.200,00:03:02.400,182.2    ,182.4  ,0.9128386 ,eIhGAa6PW98
valleys       ,00:03:02.400,00:03:03.000,182.4    ,183.0  ,0.9128386 ,eIhGAa6PW98
and           ,00:03:03.000,00:03:03.200,183.0    ,183.2  ,0.9128386 ,eIhGAa6PW98
the           ,00:03:03.200,00:03:03.300,183.2    ,183.3  ,0.9128386 ,eIhGAa6PW98
coastal       ,00:03:03.300,00:03:03.700,183.3    ,183.7  ,0.9128386 ,eIhGAa6PW98
plains        ,00:03:03.700,00:03:04.000,183.7    ,184.0  ,0.9128386 ,eIhGAa6PW98
are           ,00:03:04.000,00:03:04.200,184.0    ,184.2  ,0.9128386 ,eIhGAa6PW98
very          ,00:03:04.200,00:03:04.600,184.2    ,184.6  ,0.9128386 ,eIhGAa6PW98
densely       ,00:03:04.600,00:03:05.000,184.6    ,185.0  ,0.9128386 ,eIhGAa6PW98
populated     ,00:03:05.000,00:03:05.600,185.0    ,185.6  ,0.9128386 ,eIhGAa6PW98
